time_step,q1,q2,dq1,dq2,ddq1,ddq2,x,y,u1,u2,target_index
0.5700000000000001,0.05256442574666276,2.04894995599468,-0.5085652122282144,0.5601408548397098,3.761678308654734,-5.417809189289452,0.4924660549291878,0.9149840704041065,18.255232796966663,-5.273932862507036,1
0.58,0.04784275293277095,2.0540357546732992,-0.4721672813891807,0.508579867861906,3.6397930839033674,-5.156098697780371,0.49238899551991844,0.9100839904943482,18.13123222180597,-5.100654068948886,1
0.59,0.04347226986049991,2.058632075475725,-0.43704830722710447,0.4596320802425731,3.5118974162076215,-4.894778761933286,0.49239375361197846,0.9056036641874015,17.9906065920946,-4.930015963489836,1
0.6,0.039439709971048904,2.062764884585565,-0.40325598894510034,0.4132809109839607,3.379231828200411,-4.635116925861246,0.4924744525542525,0.9015237749584458,17.835855518299475,-4.76261474969561,1
0.61,0.035136120150113866,2.0668479435389338,-0.43035898209350376,0.40830589533687345,-2.7102993148403396,-0.4975015647087222,0.4928250178608091,0.8973349125310649,3.5793971553408124,-5.783563513064187,2
0.62,0.030610121339947872,2.070865812056712,-0.4525998810165993,0.4017868517778105,-2.2240898923095536,-0.6519043559062966,0.49341195301830554,0.8930686488825827,4.916995455465627,-5.468930660704808,2
0.63,0.02590658443352485,2.0748049198398695,-0.4703536906423023,0.39391077831576465,-1.7753809625702983,-0.787607346204582,0.4942042892945444,0.8887536346821148,6.156090949121418,-5.170734864227169,2
0.64,0.021066780925002616,2.078653447422953,-0.48398035085222346,0.3848527583083447,-1.362666020992117,-0.9058020007419952,0.4951735202428129,0.8844157971806158,7.300308890118912,-4.888962856306947,2
0.65,0.0161285364921337,2.0824012101880545,-0.4938244432868914,0.37477627651012496,-0.9844092434667936,-1.0076481798219716,0.496293515003564,0.8800785223162438,8.353437204764353,-4.6234584261427125,2
0.66,0.01112638644951712,2.086039545803146,-0.5002150042616581,0.3638335615091765,-0.6390560974766681,-1.094271500094848,0.4975404157967843,0.8757628230584176,9.319380920296442,-4.373948983816568,2
0.67,0.006091732108340721,2.089561205305154,-0.5034654341176399,0.352165950200777,-0.3250429855981733,-1.1667611308399504,0.4988925242004162,0.8714874957814926,10.202121806614016,-4.140068722187689,2
0.68,0.001052997170166368,2.092960248007876,-0.5038734938174353,0.3399042702722136,-0.0408059699795361,-1.2261679928563438,0.5003301800931678,0.8672692662232298,11.005682851471192,-3.9213786611818158,2
0.6900000000000001,-0.003964216630615271,2.0962319403777276,-0.5017213800781639,0.3271692369851454,0.21521137392713602,-1.2735033287068183,0.5018356364993921,0.8631229263553549,11.734097189608383,-3.717383861450111,2
0.7000000000000001,-0.00893697533873956,2.0993726589861463,-0.49727587081242886,0.3140718608418583,0.4445509265735053,-1.3097376143287112,0.5033929330045636,0.8590614632809312,12.39138111309098,-3.5275480899612086,2
0.71,-0.013844860669931612,2.102379797616233,-0.4907885331192052,0.3007138630086906,0.648733769322368,-1.3357997833167734,0.5049877699075118,0.8550961810806244,12.98151080194793,-3.351306210626955,2
0.72,-0.01866982053522869,2.105251678572671,-0.4824959865297078,0.2871880956437962,0.8292546589497342,-1.3525767364894337,0.5066073848351282,0.8512368163596042,13.508402429752275,-3.1880745598242513,2
0.73,-0.023396022681893808,2.1079874682180426,-0.47262021466651166,0.2735789645371724,0.9875771863196152,-1.360913110662383,0.5082404331620377,0.8474916480995268,13.975895316970202,-3.037259550762089,2
0.74,-0.028009711871056834,2.110587096735228,-0.4613689189163026,0.2599628517185251,1.1251295750209083,-1.3616112818647288,0.5098768732470176,0.8438676022952907,14.38773782480998,-2.898264732982501,2
0.75,-0.03249907095252216,2.1130511820944595,-0.4489359081465329,0.24640853592314985,1.2433010769769692,-1.355431579537528,0.5115078572151968,0.8403703517527688,14.74757570317153,-2.770496514650791,2
0.76,-0.03685408614165224,2.1153809581847365,-0.4355015189130075,0.23297760902769635,1.343438923352539,-1.3430926895453494,0.5131256277757954,0.8370044113396481,15.058942627523738,-2.6533687363112293,2
0.77,-0.04106641675173493,2.117578207052503,-0.42123306100826957,0.21972488677664972,1.4268457904737886,-1.325272225104662,0.5147234213650912,0.833773228914735,15.325252680636757,-2.546306265961634,2
0.78,-0.045129269587624574,2.1196451951756714,-0.40628528358896415,0.20669881231682447,1.4947777419305441,-1.3026074459825274,0.5162953777392563,0.8306792721093789,15.549794555699407,-2.4487477670198374,2
0.79,-0.04903727816256102,2.1215846136880856,-0.39080085749364446,0.19394185124139757,1.5484426095319717,-1.2756961075426891,0.517836456007776,0.8277241110957924,15.73572727717927,-2.3601477733074967,2
0.8,-0.0527863868597649,2.1233995224582585,-0.3749108697203885,0.18149087701730626,1.5889987773255978,-1.2450974224091296,0.51934235699163,0.8249084974489103,15.886077254637764,-2.2799781887660053,2
0.81,-0.05637374012352347,2.125093297916564,-0.3587353263758562,0.16937754583053766,1.6175543344532313,-1.21133311867686,0.5208094517077542,0.8222324391890461,16.003736502462413,-2.207729314380311,2
0.8200000000000001,-0.059797576730862445,2.126669584516897,-0.34238366073389787,0.15762866003329318,1.6351665641958357,-1.1748885797244493,0.5222347157193099,0.8196952720802576,16.09146187504406,-2.1429104907973917,2
0.8300000000000001,-0.0630571291643871,2.1281322497120527,-0.32595524335246584,0.1462665195156067,1.6428417381432026,-1.136214051768646,0.5236156690469549,0.8172957272524572,16.151875182274107,-2.0850504324146675,2
0.84,-0.06615252807931125,2.129485342316574,-0.3095398914924147,0.13530926045211092,1.6415351860051146,-1.0957259063495777,0.5249503213068982,0.8150319952126072,16.18746406436165,-2.033697317276747,2
0.85,-0.06908471183292032,2.1307330541265013,-0.29321837536090656,0.12477118099270407,1.6321516131508111,-1.0538079459406857,0.5262371217245971,0.8129017863106902,16.200583517899133,-1.9884186869177078,2
0.86,-0.07185534102257778,2.131879684662244,-0.27706291896574475,0.11466305357427428,1.615545639516183,-1.0108127418429782,0.5274749136662121,0.8109023877286443,16.19345797687767,-1.948801201269123,2
0.87,-0.07446671795873049,2.132929608898542,-0.2611376936152704,0.10499242362981617,1.5925225350474381,-0.9670629944458108,0.5286628933315325,0.809030717064358,16.168183863027263,-1.9144502858491401,2
0.88,-0.07754734723549203,2.134117130483459,-0.3080629276761552,0.1187521584916806,-4.692523406088477,1.3759734861864417,0.5301022334919255,0.8068444450625498,-0.1750380529714981,-5.164612968205962,3
0.89,-0.08103490047241774,2.135422552074208,-0.34875532369257073,0.13054215907490016,-4.069239601641555,1.1790000583219558,0.5317567911239364,0.8043845657361741,1.4952199353348714,-4.776307000442846,3
0.9,-0.08487124750730655,2.136827556562252,-0.38363470348888185,0.14050044880442333,-3.487937979631113,0.9958289729523168,0.5335928340214393,0.8016892760510564,3.054303169574638,-4.411199379740662,3
0.91,-0.08900232722518772,2.138315160635422,-0.4131079717881174,0.14876040731697204,-2.947326829923559,0.8259958512548707,0.5355790899242954,0.7987941231463088,4.505103447832789,-4.069319264284021,3
0.92,-0.09337801095917261,2.1398696663148384,-0.43756837339848886,0.15545056794168102,-2.4460401610371463,0.6690160624708987,0.5376867532832512,0.795732136939245,5.850842311349669,-3.7504735204718678,3
0.93,-0.09795195988898092,2.1414766109114804,-0.45739489298083075,0.1606944596642108,-1.982651958234188,0.5243891722529781,0.539889457084108,0.7925339505421627,7.095013650567021,-3.454282805397318,3
0.9400000000000001,-0.10268147775038126,2.1431227158106423,-0.4729517861400343,0.1646104899161666,-1.5556893159203526,0.39160302519557905,0.5421632163362051,0.7892279107387965,8.241330934620795,-3.1802141880769694,3
0.9500000000000001,-0.10752736006090743,2.1447958344575757,-0.48458823105261734,0.1673118646933459,-1.163644491258301,0.27013747771792906,0.5444863490651133,0.7858401805334929,9.293678985422677,-2.9276103996995966,3
0.96,-0.11245374096409422,2.146484899884269,-0.49263809031867895,0.16890654266934058,-0.8049859266061622,0.15946779759946547,0.5468393799371407,0.7823948355219692,10.256070169891144,-2.695715849007927,3
0.97,-0.11742793869615963,2.148179872085613,-0.497419773206541,0.16949722013438914,-0.4781682887862068,0.05906774650485739,0.549204930983455,0.7789139555586272,11.132604846731157,-2.483699572759719,3
0.98,-0.12242030058555546,2.1498716855231357,-0.49923618893958416,0.16918134375226088,-0.18164157330431493,-0.031587638212826334,0.5515676032834915,0.7754177129264334,11.927435876100056,-2.2906753147898873,3
0.99,-0.1274040484071017,2.1515521970060316,-0.4983747821546251,0.16805114828958403,0.08614067849590781,-0.11301954626768282,0.5539138529098764,0.7719244579616988,12.644736980297408,-2.1157189421282188,3
1.0,-0.13235512482847558,2.153214134172349,-0.49510764213738884,0.1661937166317269,0.3267140017236294,-0.18574316578571165,0.5562318639290921,0.7684508028546032,13.288674730137522,-1.9578834143816501,3
1.01,-0.13725204160758747,2.154851044767914,-0.4896916779111892,0.16369105955649682,0.5415964226199608,-0.25026570752300803,0.5585114207920536,0.7650117041410441,13.863383923860516,-1.816211524483481,3
1.02,-0.142075730124768,2.1564572468968244,-0.48236885171805366,0.1606202128910072,0.7322826193135586,-0.30708466654896377,0.5607437820349794,0.7616205442242824,14.372946122366455,-1.689746626115232,3
1.03,-0.14680939476362442,2.1580277803951007,-0.47336646388564135,0.15705334982761138,0.9002387832412297,-0.35668630633958137,0.5629215568414865,0.7582892121161082,14.821371105371995,-1.5775415566485496,3
1.04,-0.15143836958879484,2.1595583594583148,-0.4628974825170421,0.153057906321417,1.0468981368599275,-0.399544350619438,0.5650385856896203,0.7550281834658943,15.212581017039799,-1.4786659552281103,3
1.05,-0.155949978707522,2.161045326634657,-0.4511609118727175,0.148696717634235,1.1736570644324569,-0.4361188687181986,0.5670898260201709,0.7518465998500776,15.550396976059854,-1.3922121643885679,3
1.06,-0.16033340064485663,2.162485608276933,-0.43834219373346184,0.1440281642276,1.2818718139255683,-0.4668553406635004,0.5690712436127132,0.7487523472219921,15.838527933494376,-1.3172998910190166,3
1.07,-0.16457953700925126,2.163876671530338,-0.4246136364394644,0.13910632534049058,1.3728557293997437,-0.4921838887109429,0.5709797101406368,0.745752133369802,16.080561571442487,-1.2530797890982368,3
1.08,-0.16868088567617795,2.1652164829174922,-0.4101348666926694,0.13398113871538955,1.4478769746795015,-0.5125186625101036,0.5728129071934026,0.7428515641958683,16.279957046314628,-1.1987361128702578,3
1.09,-0.17263141867204884,2.1665034685680844,-0.39505329958709057,0.1286985650592216,1.508156710557884,-0.5282573656167976,0.574569236900534,0.7400552186113558,16.44003939187877,-1.1534885753681698,3
1.1,-0.1764264648989902,2.167736476127518,-0.37950462269413415,0.12330075594337433,1.5548676892956401,-0.5397809115847256,0.5762477391647244,0.7373667218326696,16.56399540895239,-1.1165935337115567,3
1.11,-0.1800625978027602,2.168914738367112,-0.3636132903770027,0.11782622395939502,1.5891332317131444,-0.5474531983979319,0.5778480154082093,0.7347888168689535,16.654870880428383,-1.0873446096117916,3
1.12,-0.1835375280511572,2.170037838507652,-0.34749302483969935,0.11231001405401665,1.6120265537303307,-0.5516209905378359,0.5793701586545179,0.7323234340001417,16.715568962042024,-1.0650728411824446,3
1.1300000000000001,-0.18685000125847648,2.1711056772583412,-0.3312473207319279,0.1067838750689061,1.6245704107771453,-0.5526138985110546,0.5808146897043978,0.7299717580610288,16.74884961075714,-1.0491464505794748,3
1.1400000000000001,-0.18999970076278921,2.172118441564411,-0.31496995043127396,0.10127643060696197,1.6277370300653973,-0.5507444461944142,0.5821824991176721,0.7277342933668098,16.75732992375351,-1.0389703012593168,3
1.1500000000000001,-0.1929871554368745,2.1730765750487926,-0.29874546740852903,0.09581334843817736,1.6224483022744933,-0.5463082168784611,0.5834747946797398,0.7256109261381012,16.743485271646865,-1.0339851087797949,3
1.16,-0.19581365249038465,2.1739807501262334,-0.2826497053510159,0.09041750774408042,1.6095762057513094,-0.5395840694096938,0.5846930540103529,0.723600984307461,16.709651119702944,-1.0336664600923253,3
1.17,-0.19848115520010964,2.1748318417620403,-0.26675027097249904,0.08510916358067279,1.5899434378516846,-0.530834416340763,0.5858389819611869,0.7217032946138647,16.658025440377827,-1.0375236881719312,3
1.18,-0.20158278815276628,2.1756782767289056,-0.3101632952656629,0.08464349668652535,-4.341302429316386,-0.046566689414744636,0.5872959521474521,0.7195509105358271,-0.2671724361928831,-6.157853362162482,4
1.19,-0.2050596301592981,2.176516288518889,-0.34768420065318206,0.08380117899835998,-3.7520905387519146,-0.08423176881653723,0.5890223810254398,0.7171781068842938,1.4307171748077874,-5.61398705790184,4
1.2,-0.20885677610428494,2.1773425293907294,-0.3797145944986834,0.08262408718401938,-3.2030393845501317,-0.11770918143406046,0.5909794663202769,0.7146166586989031,3.0140884609676846,-5.102494674000185,4
1.21,-0.21292320986415636,2.1781540452318815,-0.4066433759871412,0.0811515841151927,-2.692878148845777,-0.14725030688266774,0.5931311841816292,0.7118960277740409,4.486404066516668,-4.623066811188477,4
1.22,-0.21721167048862453,2.1789482509662084,-0.42884606244681744,0.07942057343267263,-2.2202686459676273,-0.1731010682520069,0.5954442548613675,0.7090435229015907,5.851351412252773,-4.175189575431558,4
1.23,-0.22167851298810745,2.1797229065757207,-0.44668424994829203,0.07746556095124113,-1.7838187501474572,-0.19550124814314912,0.5978880827248012,0.7060844379975154,7.112800081590476,-3.758177505775093,4
1.24,-0.22628356496260624,2.1804760937948524,-0.46050519744987767,0.07531872191319663,-1.3820947501585643,-0.21468390380444963,0.6004346756865333,0.7030421718914358,8.27476259141707,-3.3712033049865635,4
1.25,-0.2309899802047468,2.1812061935265463,-0.47064152421405536,0.07300997316939072,-1.0136326764177692,-0.23087487438059168,0.6030585485178394,0.6999383331447687,9.341358433360275,-3.013324522721571,4
1.26,-0.23576409031155424,2.1819118640208877,-0.477411010680745,0.07056704943411843,-0.6769486466689648,-0.24429237352722863,0.6057366138953213,0.6967928328436341,10.316781259101651,-2.683507360460825,4
1.27,-0.24057525524602785,2.1825920198491398,-0.48111649344736196,0.0680155828252027,-0.3705482766616954,-0.25514666089157245,0.6084480645424744,0.6936239679024861,11.205269074303406,-2.380647780364092,4
1.28,-0.24539571370072866,2.1832458116987703,-0.4820458454700804,0.0653791849630525,-0.09293520227184512,-0.2636397862150197,0.6111742493501036,0.6904484970241048,12.011077299191971,-2.103590107533544,4
1.29,-0.25020043403136044,2.1838726070083934,-0.4804720330631766,0.06267953096230205,0.15738124069037862,-0.2699654000750449,0.6138985459427407,0.6872817110986119,12.738454549530113,-1.8511433179266061,4
1.3,-0.2549669664486769,2.1844719714554617,-0.4766532417316473,0.05993644470681512,0.38187913315293043,-0.2743086255486939,0.6166062317818426,0.684137499493248,13.391620989308743,-1.622095203163038,4
1.31,-0.259675297081923,2.185043651303995,-0.4708330633246127,0.057167984853342714,0.5820178407034593,-0.2768459853472402,0.619284355558822,0.6810284133882858,13.974749105728117,-1.4152245994884167,4
1.32,-0.26430770445633955,2.1855875566146046,-0.4632407374416585,0.05439053106095088,0.7592325882954197,-0.2777453792391834,0.6219216103287224,0.6779657270534571,14.491946757671062,-1.229311861847839,4
1.33,-0.26884861886093747,2.1861037453145293,-0.45409144045979144,0.05161886999249345,0.9149296981867058,-0.27716610684574305,0.6245082095658855,0.6749594977331685,14.947242350677755,-1.0631477559631954,4
1.34,-0.2732844850206756,2.1865924081213386,-0.44358661597381216,0.04886628068091939,1.0504824485979305,-0.2752589311574065,0.6270357670838617,0.6720186246161112,15.3445719942188,-0.9155409319841432,4
1.35,-0.2776036284292412,2.1870538543103097,-0.4319143408565617,0.04614461889709811,1.1672275117250428,-0.2721661783821282,0.6294971815509172,0.6691509072035444,15.687768500653851,-0.7853241331146861,4
1.36,-0.28179612564470874,2.1874884983122813,-0.4192497215467535,0.043464400197173375,1.2664619309808196,-0.2680218699924734,0.6318865261477611,0.6663631032579815,15.980552089506443,-0.671359281948326,4
1.37,-0.28585367880031065,2.187896847125944,-0.40575531556019234,0.04083488136625533,1.3494405986561142,-0.2629518830918048,0.6341989437536087,0.6636609864074432,16.226522665442705,-0.5725415763647435,4
1.3800000000000001,-0.2897694945362555,2.1882794885260597,-0.39158157359448637,0.038264140011597794,1.4173741965705986,-0.2570741354657532,0.636430547908582,0.6610494033969732,16.429153543495413,-0.48780271597940006,4
1.3900000000000001,-0.2935381675158293,2.188637080046983,-0.37686729795737856,0.035759152092348125,1.4714275637107808,-0.2504987919249672,0.6385783296828276,0.6585323309158246,16.591786500519973,-0.41611336948039046,4
1.4000000000000001,-0.2971555686497712,2.1889703387190287,-0.36174011339419465,0.03332586720456166,1.5127184563183915,-0.24332848877864607,0.6406400704839248,0.6561129318828673,16.717628037513865,-0.35648498287882924,4
1.41,-0.3006187381169748,2.189280031533724,-0.3463169467203582,0.030969281469531103,1.54231666738365,-0.23565857350305588,0.6426142607523024,0.6537936110416636,16.809746743199444,-0.30797101884517764,4
1.42,-0.3039257832367778,2.189566966612731,-0.33070451198030354,0.02869350790065585,1.5612434740054648,-0.22757735688752528,0.644500024427876,0.6515760696979223,16.871071655091768,-0.2696677079858787,4
